Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","5142","Nourriture","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","258","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","5142","Nourriture","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","260","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2016","2016","kg","1.64","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2017","2017","kg","1.61","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2018","2018","kg","1.6","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2019","2019","kg","1.6","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2016","2016","g/personne/jour","0.52","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2017","2017","g/personne/jour","0.5","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2018","2018","g/personne/jour","0.5","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2019","2019","g/personne/jour","0.5","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2016","2016","g","29758","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2017","2017","g","29420","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2018","2018","g","29456","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","050","Bangladesh","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2019","2019","g","29769.86","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5511","Production","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","15","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5511","Production","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","16","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","17","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5511","Production","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","16","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5611","Importations - Quantité","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5611","Importations - Quantité","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5611","Importations - Quantité","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5072","Variation de stock","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5072","Variation de stock","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5072","Variation de stock","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5072","Variation de stock","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5911","Exportations - Quantité","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5911","Exportations - Quantité","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5911","Exportations - Quantité","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5301","Disponibilité intérieure","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","17","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5301","Disponibilité intérieure","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","17","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5301","Disponibilité intérieure","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","18","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5301","Disponibilité intérieure","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","18","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5123","Pertes","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5123","Pertes","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5171","Alimentation pour touristes","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5171","Alimentation pour touristes","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5171","Alimentation pour touristes","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5171","Alimentation pour touristes","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5142","Nourriture","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","13","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5142","Nourriture","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","13","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5142","Nourriture","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","14","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","5142","Nourriture","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","14","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2016","2016","kg","44.83","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2017","2017","kg","46.04","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2018","2018","kg","48.45","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2019","2019","kg","48.93","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2016","2016","g/personne/jour","14.83","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2017","2017","g/personne/jour","15.03","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2018","2018","g/personne/jour","15.77","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2019","2019","g/personne/jour","16.14","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2016","2016","g","1548","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2017","2017","g","1569","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2018","2018","g","1652","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","052","Barbade","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2019","2019","g","1690.64","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5511","Production","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","458","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5511","Production","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","463","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","466","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5511","Production","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","439","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5611","Importations - Quantité","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","24","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5611","Importations - Quantité","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","21","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","11","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5611","Importations - Quantité","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","10","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5072","Variation de stock","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","73","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5072","Variation de stock","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","66","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5072","Variation de stock","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","34","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5072","Variation de stock","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","10","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5911","Exportations - Quantité","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","147","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5911","Exportations - Quantité","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","152","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","168","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5911","Exportations - Quantité","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","177","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5301","Disponibilité intérieure","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","262","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5301","Disponibilité intérieure","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","266","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5301","Disponibilité intérieure","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","274","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5301","Disponibilité intérieure","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","263","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5123","Pertes","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5123","Pertes","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5123","Pertes","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5123","Pertes","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5142","Nourriture","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","261","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5142","Nourriture","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","265","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5142","Nourriture","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","274","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","5142","Nourriture","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","262","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2016","2016","kg","27.65","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2017","2017","kg","28.02","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2018","2018","kg","28.95","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2019","2019","kg","27.73","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2016","2016","g/personne/jour","9.36","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2017","2017","g/personne/jour","9.44","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2018","2018","g/personne/jour","9.75","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2019","2019","g/personne/jour","9.32","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2016","2016","g","32275","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2017","2017","g","32552","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2018","2018","g","33637","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","112","Bélarus","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2019","2019","g","32161.6","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5511","Production","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","461","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5511","Production","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","463","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","470","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5511","Production","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","448","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5611","Importations - Quantité","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","256","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5611","Importations - Quantité","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","312","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","303","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5611","Importations - Quantité","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","320","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5072","Variation de stock","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","24","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5072","Variation de stock","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","-35","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5072","Variation de stock","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","-29","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5072","Variation de stock","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","16","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5911","Exportations - Quantité","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","538","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5911","Exportations - Quantité","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","656","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5911","Exportations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","639","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5911","Exportations - Quantité","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","565","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5301","Disponibilité intérieure","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","155","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5301","Disponibilité intérieure","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","155","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5301","Disponibilité intérieure","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","162","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5301","Disponibilité intérieure","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","187","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5123","Pertes","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5123","Pertes","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5142","Nourriture","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","142","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5142","Nourriture","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","128","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5142","Nourriture","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","132","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","5142","Nourriture","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","145","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2016","2016","kg","12.49","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2017","2017","kg","11.19","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2018","2018","kg","11.51","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2019","2019","kg","12.6","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2016","2016","g/personne/jour","4.51","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2017","2017","g/personne/jour","3.92","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2018","2018","g/personne/jour","4.06","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","674","Disponibilité de protéines en quantité (g/personne/jour)","F2734","Viande de Volailles","2019","2019","g/personne/jour","4.53","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2016","2016","g","18676","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2017","2017","g","16348","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2018","2018","g","17005","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","056","Belgique","671","Disponibilité de protéines en quantité (g)","F2734","Viande de Volailles","2019","2019","g","19067.26","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5511","Production","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","19","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5511","Production","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","20","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5511","Production","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","20","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5511","Production","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","21","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5611","Importations - Quantité","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5611","Importations - Quantité","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5611","Importations - Quantité","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5611","Importations - Quantité","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5072","Variation de stock","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5072","Variation de stock","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5072","Variation de stock","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5072","Variation de stock","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5911","Exportations - Quantité","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5911","Exportations - Quantité","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5301","Disponibilité intérieure","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","18","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5301","Disponibilité intérieure","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","19","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5301","Disponibilité intérieure","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","20","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5301","Disponibilité intérieure","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","21","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5123","Pertes","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5123","Pertes","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5171","Alimentation pour touristes","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5171","Alimentation pour touristes","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5171","Alimentation pour touristes","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","10","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5171","Alimentation pour touristes","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","10","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5142","Nourriture","F2734","Viande de Volailles","2016","2016","Milliers de tonnes","10","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5142","Nourriture","F2734","Viande de Volailles","2017","2017","Milliers de tonnes","10","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5142","Nourriture","F2734","Viande de Volailles","2018","2018","Milliers de tonnes","10","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","5142","Nourriture","F2734","Viande de Volailles","2019","2019","Milliers de tonnes","11","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2016","2016","kg","25.84","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2017","2017","kg","25.68","E","Valeur estimée"
"FBS","Bilans Alimentaires (2010-)","084","Belize","645","Disponibilité alimentaire en quantité (kg/personne/an)","F2734","Viande de Volailles","2018","2018","kg","25.78","E","Valeur estimée"
